volcanoNumber;volcanoName;Eruption Number;Eruption Category;Area of Activity;VEI;VEI Modifier;edate;StartYear;Start Year Uncertainty;Start Month;Start Day Modifier;Start Day;Start Day Uncertainty;Evidence Method (dating);End Year;End Year Uncertainty;End Month;End Day Modifier;End Day;End Day Uncertainty;Latitude;Longitude
264050;Sangeang Api;20911;Confirmed Eruption;Summit crater and east flank;3;;2014-5-30;2014;;5;;30;;Observations: Reported;2015;;11;;5;;-8,2;119,07
284141;Ahyi;20936;Confirmed Eruption;Summit crater and SE slope;2;;2014-4-24;2014;;4;;24;;Observations: Hydrophonic;2014;;5;;17;;20,42;145,03
263300;Semeru;22221;Confirmed Eruption;Jonggring Seloko;4;;2014-4-1;2014;;4;;1;15;Observations: Reported;2017;;1;;9;;-8,108;112,922
262000;Krakatau;20932;Confirmed Eruption;Anak Krakatau;1;;2014-3-31;2014;;3;;31;;Observations: Reported;2014;;3;;31;;-6,1009;105,4233
263250;Merapi;20892;Confirmed Eruption;Summit crater;3;;2014-3-9;2014;;3;;9;;Observations: Reported;2014;;4;;20;;-7,54;110,446
263180;Slamet;20933;Confirmed Eruption;Summit crater;2;;2014-3-8;2014;;3;;8;;Observations: Reported;2014;;9;;18;;-7,242;109,208
263280;Kelud;20934;Confirmed Eruption;Summit crater lake;4;;2014-2-13;2014;;2;;13;;Observations: Reported;2014;;2;;15;;-7,935;112,314
267020;Karangetang;20913;Confirmed Eruption;;2;;2014-2-9;2014;;2;;9;;Observations: Reported;2014;;2;;9;;2,781;125,407
344020;San Cristobal;20941;Confirmed Eruption;Summit crater;1;;2014-2-4;2014;;2;;4;;Observations: Reported;2014;;4;;12;;12,702;-87,004
261140;Marapi;20931;Confirmed Eruption;Verbeek Crater;1;;2014-2-3;2014;;2;;3;2;Observations: Reported;2014;;2;;26;;-0,38;100,474
311360;Shishaldin;20937;Confirmed Eruption;Summit crater;1;;2014-1-30;2014;;1;;30;;Observations: Reported;2015;;7;;3;;54,756;-163,97
255060;Kavachi;20920;Confirmed Eruption;Submarine;1;;2014-1-29;2014;;1;;29;;Observations: Satellite (visual);2014;;1;?;29;;-8,991;157,979
282110;Asosan;20935;Confirmed Eruption;Naka-dake;1;;2014-1-13;2014;;1;;13;;Observations: Reported;2014;;2;;19;;32,8849;131,085
242050;Monowai;22465;Confirmed Eruption;Summit;1;;2014-1-1;2014;;1;;1;;Observations: Hydrophonic;2014;;1;;1;;-25,887;-177,188
343100;San Miguel;20906;Confirmed Eruption;Summit Crater;3;;2013-12-29;2013;;12;;29;;Observations: Reported;2014;;7;;28;;13,434;-88,269
284096;Nishinoshima;20916;Confirmed Eruption;Vent SSE of existing Nishinoshima;2;;2013-11-20;2013;;11;;20;;Observations: Reported;2015;;11;?;17;;27,247;140,874
263250;Merapi;20842;Confirmed Eruption;Summit crater;3;;2013-11-18;2013;;11;;18;;Observations: Reported;2013;;11;;18;;-7,54;110,446
262000;Krakatau;22463;Confirmed Eruption;Anak Krakatau;1;;2013-10-31;2013;;10;;31;;Observations: Reported;2013;;10;;31;;-6,1009;105,4233
300120;Zhupanovsky;20907;Confirmed Eruption;Summit crater;2;;2013-10-23;2013;;10;;23;;Observations: Reported;2013;;10;;26;;53,589;159,15
263300;Semeru;22220;Confirmed Eruption;Jonggring Seloko;1;;2013-10-18;2013;;10;;18;;Observations: Reported;2013;;10;;18;;-8,108;112,922
260010;Barren Island;20918;Confirmed Eruption;Main cone;2;;2013-10-12;2013;;10;;12;;Observations: Reported;2014;;6;;1;15;12,278;93,858
263090;Tangkuban Parahu;20987;Confirmed Eruption;Ratu Crater;1;;2013-10-5;2013;;10;;5;;Observations: Reported;2013;;10;;5;;-6,77;107,6
221020;Zubair Group;21068;Confirmed Eruption;Jadid Island;2;;2013-9-28;2013;;9;;28;;Observations: Reported;2013;;11;;20;;15,05;42,18
344040;Telica;22195;Confirmed Eruption;Telica crater;1;;2013-9-25;2013;;9;;25;;Observations: Reported;2013;;9;;25;;12,606;-86,84
261080;Sinabung;20818;Confirmed Eruption;Summit crater and SE flank;4;;2013-9-15;2013;;9;;15;;Observations: Reported;2018;;6;;22;;3,17;98,392
211060;Etna;20841;Confirmed Eruption;New Southeast Crater (NSEC);3;;2013-9-3;2013;;9;;3;;Observations: Reported;2022;;6;;17;;37,748;14,999
354020;Ubinas;20832;Confirmed Eruption;Summit crater;2;;2013-9-1;2013;;9;;1;;Observations: Reported;2016;;2;;27;;-16,345;-70,8972
264250;Iliwerung;20912;Confirmed Eruption;Hobal (submarine vent on SE flank);0;;2013-8-20;2013;;8;;20;;Observations: Reported;2013;;8;;20;;-8,532;123,573
300260;Klyuchevskoy;20786;Confirmed Eruption;Summit crater and multiple flanks;3;;2013-8-15;2013;;8;;15;;Observations: Reported;2013;;12;;20;;56,056;160,642
357120;Villarrica;20838;Confirmed Eruption;Summit crater;1;;2013-7-25;2013;;7;;25;;Observations: Reported;2013;;7;?;29;;-39,42;-71,93
263250;Merapi;22476;Confirmed Eruption;Summit crater;1;;2013-7-22;2013;;7;;22;;Observations: Reported;2013;;7;;22;;-7,54;110,446
252120;Ulawun;20835;Confirmed Eruption;Summit crater;1;;2013-7-8;2013;;7;;8;;Observations: Reported;2013;;12;;21;;-5,05;151,33
263340;Raung;22378;Confirmed Eruption;Summit crater;1;;2013-6-29;2013;;6;;29;;Observations: Reported;2013;;7;;31;;-8,119;114,056
312070;Veniaminof;20836;Confirmed Eruption;Western intracaldera cone and SE flank;3;;2013-6-13;2013;;6;;13;;Observations: Reported;2013;;10;;12;1;56,17;-159,38
290260;Chirinkotan;20757;Confirmed Eruption;Summit crater;1;;2013-6-11;2013;;6;;11;;Observations: Reported;2014;;6;;1;4;48,98;153,48
344020;San Cristobal;20817;Confirmed Eruption;Summit crater;1;;2013-6-7;2013;;6;;7;;Observations: Reported;2013;;6;;7;;12,702;-87,004
282060;Kikai;20781;Confirmed Eruption;Iodake;1;;2013-6-4;2013;;6;;4;;Observations: Reported;2013;;6;;4;;30,793;130,305
261170;Kerinci;22216;Confirmed Eruption;Summit crater;2;;2013-6-2;2013;;6;;2;;Observations: Reported;2013;;6;;2;;-1,697;101,264
345070;Turrialba;20831;Confirmed Eruption;West Crater;1;;2013-5-21;2013;;5;;21;;Observations: Reported;2013;;6;;4;;10,025;-83,767
312030;Pavlof;20807;Confirmed Eruption;Summit crater;3;;2013-5-13;2013;;5;;13;;Observations: Reported;2013;;6;;26;;55,417;-161,894
273030;Mayon;20798;Confirmed Eruption;Summit crater;2;;2013-5-7;2013;;5;;7;;Observations: Reported;2013;;5;;7;;13,257;123,685
355100;Lascar;20789;Confirmed Eruption;Central active crater;1;;2013-4-2;2013;;4;;2;;Observations: Reported;2013;;11;;20;;-23,37;-67,73
262000;Krakatau;22462;Confirmed Eruption;Anak Krakatau;1;;2013-3-11;2013;;3;;11;;Observations: Reported;2013;;3;;29;;-6,1009;105,4233
342110;Pacaya;20802;Confirmed Eruption;MacKenney Crater;2;;2013-3-5;2013;;3;;5;;Observations: Reported;2014;;4;;10;;14,382;-90,601
263090;Tangkuban Parahu;20822;Confirmed Eruption;Ratu Crater;1;;2013-2-21;2013;;2;;21;;Observations: Reported;2013;;3;;6;;-6,77;107,6
260010;Barren Island;20754;Confirmed Eruption;Summit caldera;2;;2013-2-16;2013;;2;;16;;Observations: Reported;2013;;2;;16;;12,278;93,858
290070;Etorofu-Yakeyama [Grozny Group];20762;Confirmed Eruption;Etorofu-Yake-yama / Ivan Grozny;2;;2013-2-16;2013;;2;;16;;Observations: Reported;2013;;4;;4;;45,012;147,871
284305;Mariana Back-Arc Segment at 15.5°N;21102;Confirmed Eruption;Along a 10 km N-S line at 15.4°N;0;;2013-2-13;2013;;2;>;13;;Observations: Reported;2015;;12;<;1;;15,406;144,506
352090;Sangay;22235;Confirmed Eruption;Summit crater complex;2;;2013-1-25;2013;;1;;25;;Observations: Reported;2013;;5;;24;;-2,005;-78,341
252140;Rabaul;20811;Confirmed Eruption;Tavurvur;2;;2013-1-19;2013;;1;;19;;Observations: Reported;2014;;3;;11;;-4,2459;152,1937
341040;Colima;20759;Confirmed Eruption;Summit crater;3;;2013-1-6;2013;;1;;6;;Observations: Reported;2017;;3;;7;;19,514;-103,62
344020;San Cristobal;20816;Confirmed Eruption;Summit crater;2;;2012-12-26;2012;;12;;26;;Observations: Reported;2012;;12;;28;;12,702;-87,004
357090;Copahue;20760;Confirmed Eruption;Agrio Crater;2;;2012-12-22;2012;;12;;22;;Observations: Reported;2013;;12;;10;;-37,856;-71,183
352080;Tungurahua;22215;Confirmed Eruption;Summit crater;3;;2012-12-14;2012;;12;;14;;Observations: Reported;2016;;3;;16;;-1,467;-78,442
284120;Ioto;22515;Confirmed Eruption;Asodai;1;;2012-12-1;2012;;12;;1;;Observations: Reported;2013;;4;;11;;24,751;141,289
252010;Langila;20788;Confirmed Eruption;Summit craters;1;;2012-12-1;2012;;12;;1;;Observations: Reported;2012;;12;;5;;-5,525;148,42
300240;Tolbachik;20825;Confirmed Eruption;Tolbachinsky Dol;3;;2012-11-27;2012;;11;;27;;Observations: Reported;2013;;9;;5;10;55,832;160,326
241080;Tongariro;20827;Confirmed Eruption;Upper Te Maari Craters;2;;2012-11-21;2012;;11;;21;;Observations: Reported;2012;;11;;21;;-39,157;175,632
290150;Chirpoi;20756;Confirmed Eruption;Snow;0;;2012-11-11;2012;;11;;11;;Observations: Reported;2016;;10;?;18;;46,532;150,871
252120;Ulawun;20834;Confirmed Eruption;Summit crater;1;;2012-11-6;2012;;11;;6;;Observations: Reported;2012;;12;;11;;-5,05;151,33
345020;Rincon de la Vieja;22161;Confirmed Eruption;Crater lake;1;;2012-10-17;2012;;10;;17;;Observations: Reported;2012;;10;;17;;10,83;-85,324
263340;Raung;22377;Confirmed Eruption;Summit crater;1;;2012-10-16;2012;;10;;16;2;Observations: Reported;2013;;1;;6;;-8,119;114,056
264150;Paluweh;20806;Confirmed Eruption;Rokatenda;3;;2012-10-8;2012;;10;;8;;Observations: Reported;2013;;10;;31;7;-8,32;121,708
290390;Alaid;20750;Confirmed Eruption;Summit crater;2;;2012-10-5;2012;;10;;5;;Observations: Reported;2012;;12;;12;;50,861;155,565
261140;Marapi;20797;Confirmed Eruption;Summit crater area;1;;2012-9-26;2012;;9;;26;;Observations: Reported;2012;;9;;26;;-0,38;100,474
266100;Lokon-Empung;20794;Confirmed Eruption;Tompaluan;2;;2012-9-15;2012;;9;;15;;Observations: Reported;2013;;9;;10;;1,3644;124,7992
268060;Gamalama;20766;Confirmed Eruption;Summit crater;1;;2012-9-15;2012;;9;;15;;Observations: Reported;2012;;9;;17;;0,81;127,3322
344020;San Cristobal;20815;Confirmed Eruption;Summit crater;2;;2012-9-8;2012;;9;;8;;Observations: Reported;2012;;9;;15;;12,702;-87,004
234010;Heard;20768;Confirmed Eruption;Mawson Peak;0;;2012-9-5;2012;;9;;5;4;Observations: Reported;2025;;4;;4;;-53,106;73,513
300260;Klyuchevskoy;20785;Confirmed Eruption;Summit crater?;1;;2012-9-1;2012;;9;?;1;;Observations: Reported;2013;;1;;28;3;56,056;160,642
266030;Soputan;20821;Confirmed Eruption;Summit crater;3;;2012-8-26;2012;;8;;26;;Observations: Reported;2012;;9;;19;;1,112;124,737
290070;Etorofu-Yakeyama [Grozny Group];20761;Confirmed Eruption;Etorofu-Yake-yama / Ivan Grozny;2;;2012-8-16;2012;;8;;16;;Observations: Reported;2012;;8;;25;;45,012;147,871
241040;Whakaari/White Island;20839;Confirmed Eruption;1978/90 Crater Complex;2;;2012-8-7;2012;;8;;7;;Observations: Reported;2013;;10;;11;;-37,52;177,18
241080;Tongariro;20826;Confirmed Eruption;Upper Te Maari Craters;2;;2012-8-6;2012;;8;;6;;Observations: Reported;2012;;8;;7;;-39,157;175,632
242050;Monowai;20799;Confirmed Eruption;Submarine;0;;2012-8-3;2012;;8;;3;;Observations: Hydrophonic;2012;;8;;19;;-25,887;-177,188
357090;Copahue;22507;Confirmed Eruption;El Agrio Crater;2;;2012-7-17;2012;;7;;17;;Observations: Reported;2012;;7;;19;;-37,856;-71,183
242005;Havre Seamount;20748;Confirmed Eruption;New cone at edge of summit caldera;1;;2012-7-17;2012;;7;;17;;Observations: Reported;2012;;7;;19;;-31,08;-179,033
284170;Pagan;20804;Confirmed Eruption;North Pagan;2;;2012-7-10;2012;;7;;10;;Observations: Reported;2012;;7;;10;;18,13;145,8
267020;Karangetang;20776;Confirmed Eruption;Crater II;2;;2012-5-14;2012;;5;;14;;Observations: Reported;2013;;9;;5;;2,781;125,407
351080;Galeras;20764;Confirmed Eruption;Summit crater;2;;2012-5-13;2012;;5;;13;;Observations: Reported;2014;;1;;30;1;1,22;-77,37
264270;Sirung;20819;Confirmed Eruption;Vents within the caldera ;2;;2012-5-8;2012;;5;;8;;Observations: Reported;2012;;5;;12;;-8,4972;124,1306
252120;Ulawun;20833;Confirmed Eruption;Summit crater;1;;2012-5-7;2012;;5;;7;;Observations: Reported;2012;;5;;31;;-5,05;151,33
252080;Witori;20805;Confirmed Eruption;Pago;2;;2012-5-3;2012;;5;;3;;Observations: Reported;2012;;7;;11;;-5,5745;150,5161
344100;Masaya;22143;Confirmed Eruption;Santiago Crater;1;;2012-4-30;2012;;4;;30;;Observations: Reported;2012;;6;;8;;11,9844;-86,1688
261140;Marapi;20796;Confirmed Eruption;Verbeek Crater (?);1;;2012-3-1;2012;;3;;1;3;Observations: Reported;2012;;5;;18;;-0,38;100,474
351020;Ruiz, Nevado del;20814;Confirmed Eruption;Arenas Crater;3;;2012-2-22;2012;;2;;22;;Observations: Reported;2013;;7;?;12;;4,892;-75,324
345020;Rincon de la Vieja;20813;Confirmed Eruption;Crater lake;1;;2012-2-19;2012;;2;;19;;Observations: Reported;2012;;4;;14;;10,83;-85,324
311110;Kanaga;20774;Confirmed Eruption;E-W fissure at summit crater;2;;2012-2-18;2012;;2;;18;;Observations: Reported;2012;;2;;18;;51,923;-177,168
300250;Bezymianny;22497;Confirmed Eruption;Summit crater;;;2012-2-12;2012;;2;;12;;Observations: Reported;2013;;6;;20;;55,972;160,595
284120;Ioto;20772;Confirmed Eruption;Asodai;1;;2012-2-10;2012;;2;;10;;Observations: Reported;2012;;7;;9;;24,751;141,289
345070;Turrialba;20830;Confirmed Eruption;West Crater (SE flank);2;;2012-1-12;2012;;1;;12;;Observations: Reported;2012;;1;;18;;10,025;-83,767
264230;Lewotolok;20791;Confirmed Eruption;Summit crater;1;;2012-1-2;2012;;1;;2;;Observations: Reported;2012;;1;;14;;-8,274;123,508
221020;Zubair Group;20840;Confirmed Eruption;Sholan Island;2;;2011-12-18;2011;;12;;18;;Observations: Reported;2012;;1;;12;;15,05;42,18
261170;Kerinci;22217;Confirmed Eruption;Summit crater;1;;2011-12-15;2011;;12;;15;;Observations: Reported;2011;;12;;15;;-1,697;101,264
268060;Gamalama;20765;Confirmed Eruption;Summit crater;2;;2011-12-5;2011;;12;;5;;Observations: Reported;2011;;12;;23;;0,81;127,3322
352080;Tungurahua;22506;Confirmed Eruption;Summit crater;;;2011-11-27;2011;;11;;27;;Observations: Reported;2012;;9;;4;;-1,467;-78,442
223020;Nyamulagira;20801;Confirmed Eruption;NW flank;2;;2011-11-6;2011;;11;;6;;Observations: Reported;2012;;3;?;16;;-1,408;29,2
358057;Hudson, Cerro;20770;Confirmed Eruption;S and SE edge of the caldera;2;;2011-10-26;2011;;10;;26;;Observations: Reported;2011;;11;;1;;-45,9;-72,97
383020;Hierro;20769;Confirmed Eruption;Submarine S flank, Tagaro cone;2;;2011-10-10;2011;;10;;10;;Observations: Reported;2012;;3;;5;;27,73;-18,03
257020;Gaua;20938;Confirmed Eruption;Mt. Garat;1;;2011-9-17;2011;;9;;17;;Observations: Reported;2011;;10;;10;;-14,281;167,514
345020;Rincon de la Vieja;20812;Confirmed Eruption;Crater lake;1;;2011-8-22;2011;;8;;22;;Observations: Reported;2011;;9;;27;;10,83;-85,324
344020;San Cristobal;10898;Confirmed Eruption;Summit crater;1;;2011-8-21;2011;;8;?;21;;Observations: Reported;2011;;10;;23;;12,702;-87,004
261140;Marapi;20795;Confirmed Eruption;Summit Crater;1;;2011-8-3;2011;;8;;3;;Observations: Reported;2011;;10;;12;;-0,38;100,474
311240;Cleveland;20758;Confirmed Eruption;Summit crater;2;;2011-7-19;2011;;7;;19;7;Observations: Reported;2015;;8;;18;;52,825;-169,944
266030;Soputan;20820;Confirmed Eruption;Summit crater and flank;3;;2011-7-3;2011;;7;;3;;Observations: Reported;2011;;8;;15;;1,112;124,737
266100;Lokon-Empung;20793;Confirmed Eruption;Tompaluan;2;;2011-6-26;2011;;6;;26;;Observations: Reported;2012;;5;;2;;1,3644;124,7992
222120;Lengai, Ol Doinyo;20790;Confirmed Eruption;North Crater;0;;2011-6-22;2011;;6;;22;;Observations: Reported;2014;;7;;15;10;-2,764;35,914
221101;Nabro;20800;Confirmed Eruption;Summit crater and NW flank;4;;2011-6-13;2011;;6;;13;;Observations: Reported;2012;;6;?;3;;13,37;41,7
352090;Sangay;22234;Confirmed Eruption;Summit crater complex;2;;2011-6-6;2011;;6;;6;;Observations: Reported;2012;;9;;19;;-2,005;-78,341
257030;Ambae;20752;Confirmed Eruption;Lake Manaro;1;;2011-6-4;2011;;6;;4;;Observations: Reported;2011;;7;;10;;-15,389;167,835
357150;Puyehue-Cordon Caulle;20809;Confirmed Eruption;Cordón Caulle, N of the 1960 eruption fissure;5;;2011-6-4;2011;;6;;4;;Observations: Reported;2012;;4;?;21;;-40,59;-72,117
373010;Grimsvotn;20767;Confirmed Eruption;SW part of the caldera;4;;2011-5-21;2011;;5;;21;;Observations: Reported;2011;;5;;25;;64,416;-17,316
242050;Monowai;22464;Confirmed Eruption;Summit Crater;0;;2011-5-17;2011;;5;;17;;Observations: Hydrophonic;2011;;5;;22;;-25,887;-177,188
282110;Asosan;20753;Confirmed Eruption;Naka-dake;1;;2011-5-15;2011;;5;;15;;Observations: Reported;2011;;6;;9;;32,8849;131,085
263300;Semeru;22219;Confirmed Eruption;Jonggring Seloko;2;;2011-5-13;2011;;5;<;13;;Observations: Reported;2012;;7;?;20;;-8,108;112,922
284170;Pagan;20803;Confirmed Eruption;North Pagan;2;;2011-4-23;2011;;4;?;23;;Observations: Reported;2011;;9;?;1;;18,13;145,8
352080;Tungurahua;22214;Confirmed Eruption;Summit crater;2;;2011-4-20;2011;;4;;20;;Observations: Reported;2011;;5;;26;;-1,467;-78,442
331021;Axial Seamount;20921;Confirmed Eruption;E caldera rim to 10 km S;0;;2011-4-6;2011;;4;;6;;Observations: Reported;2011;;4;;12;;45,95;-130
300260;Klyuchevskoy;20783;Confirmed Eruption;Summit crater?;2;;2011-3-30;2011;;3;;30;;Observations: Reported;2011;;7;;3;;56,056;160,642
252140;Rabaul;20810;Confirmed Eruption;Tavurvur;2;;2011-3-29;2011;;3;;29;;Observations: Reported;2011;;8;;12;;-4,2459;152,1937
263250;Merapi;22488;Confirmed Eruption;Summit crater;1;;2011-3-25;2011;;3;;25;;Observations: Photo / Video;2011;;9;;8;;-7,54;110,446
267020;Karangetang;20775;Confirmed Eruption;Crater I (S crater);2;;2011-3-11;2011;;3;;11;;Observations: Reported;2011;;8;;13;;2,781;125,407
344040;Telica;20823;Confirmed Eruption;Southern crater;2;;2011-3-7;2011;;3;;7;;Observations: Reported;2011;;6;;14;;12,606;-86,84
266100;Lokon-Empung;20792;Confirmed Eruption;Tompaluan;1;;2011-2-22;2011;;2;;22;;Observations: Reported;2011;;2;;22;;1,3644;124,7992
357040;Planchon-Peteroa;20808;Confirmed Eruption;Peteroa;2;;2011-2-17;2011;;2;;17;;Observations: Reported;2011;;6;;26;1;-35,223;-70,568
282090;Kirishimayama;20782;Confirmed Eruption;Shinmoe-dake;3;;2011-1-19;2011;;1;;19;;Observations: Reported;2011;;9;;7;;31,934;130,862
345070;Turrialba;20829;Confirmed Eruption;West Crater;1;;2011-1-14;2011;;1;;14;;Observations: Reported;2011;;1;;14;;10,025;-83,767
221041;Dallol;20939;Confirmed Eruption;Dallol crater;0;;2011-1-4;2011;;1;;4;3;Observations: Reported;2011;;1;;4;3;14,242;40,3
263310;Tengger Caldera;16064;Confirmed Eruption;Bromo;3;?;2010-11-26;2010;;11;;26;;Observations: Reported;2011;;6;;13;;-7,942;112,95
352080;Tungurahua;11645;Confirmed Eruption;Summit crater;3;?;2010-11-22;2010;;11;;22;;Observations: Reported;2011;;1;;2;;-1,467;-78,442
300230;Kizimen;19264;Confirmed Eruption;SE flank fissure;3;;2010-11-11;2010;;11;;11;;Observations: Reported;2013;;9;?;13;;55,131;160,32
273010;Bulusan;16772;Confirmed Eruption;Summit crater;2;;2010-11-6;2010;;11;;6;;Observations: Reported;2011;;5;;13;;12,769;124,056
263250;Merapi;15925;Confirmed Eruption;Summit crater;4;;2010-10-26;2010;;10;;26;;Observations: Reported;2010;;11;;29;;-7,54;110,446
262000;Krakatau;15634;Confirmed Eruption;Anak Krakatau;2;;2010-10-25;2010;;10;?;25;;Observations: Reported;2012;;9;;9;1;-6,1009;105,4233
233020;Fournaise, Piton de la;14392;Confirmed Eruption;Fissure near Château Fort crater, 1.5 km SE of Dolomieu crater rim;0;;2010-10-14;2010;;10;;14;;Observations: Reported;2010;;12;;10;;-21,244;55,708
260010;Barren Island;15388;Confirmed Eruption;Summit caldera and N flank;1;;2010-9-17;2010;;9;;17;;Observations: Reported;2011;;6;;22;;12,278;93,858
357040;Planchon-Peteroa;11947;Confirmed Eruption;Peteroa;2;;2010-9-6;2010;;9;;6;;Observations: Reported;2010;;10;;13;;-35,223;-70,568
261080;Sinabung;15404;Confirmed Eruption;Summit crater;3;;2010-8-27;2010;;8;;27;;Observations: Reported;2010;;9;;17;;3,17;98,392
351080;Galeras;11381;Confirmed Eruption;Central cone;1;;2010-8-25;2010;;8;;25;;Observations: Reported;2010;;8;;25;;1,22;-77,37
211060;Etna;13854;Confirmed Eruption;Bocca Nuova (BN);3;;2010-8-25;2010;;8;;25;;Observations: Reported;2013;;4;;27;;37,748;14,999
251020;Manam;14935;Confirmed Eruption;South Crater, Main Crater;3;;2010-8-10;2010;;8;?;10;;Observations: Reported;2013;;12;>;15;;-4,08;145,037
267020;Karangetang;16544;Confirmed Eruption;Crater I (S crater);3;?;2010-8-6;2010;;8;;6;;Observations: Reported;2010;;12;?;16;15;2,781;125,407
252140;Rabaul;15101;Confirmed Eruption;Tavurvur;1;?;2010-7-23;2010;;7;;23;;Observations: Reported;2010;;7;;25;;-4,2459;152,1937
290380;Ebeko;18879;Confirmed Eruption;Summit craters;1;;2010-7-2;2010;;7;;2;;Observations: Reported;2010;;7;;9;7;50,686;156,014
290270;Ekarma;18833;Confirmed Eruption;Upper SW flank;2;;2010-6-30;2010;;6;;30;;Observations: Reported;2010;;8;?;10;;48,958;153,93
344020;San Cristobal;10897;Confirmed Eruption;Summit crater;2;;2010-6-9;2010;;6;;9;;Observations: Reported;2011;;1;;13;;12,702;-87,004
300070;Gorely;19026;Confirmed Eruption;Summit crater;1;;2010-6-6;2010;;6;;6;;Observations: Reported;2010;;6;?;22;;52,5549;158,0358
311240;Cleveland;19819;Confirmed Eruption;Summit crater;2;;2010-5-30;2010;;5;;30;;Observations: Reported;2010;;6;?;2;;52,825;-169,944
284193;South Sarigan Seamount;18529;Confirmed Eruption;Northern summit cone, 184 m below sea level;3;?;2010-5-27;2010;;5;;27;;Observations: Reported;2010;;5;;29;;16,58;145,78
252120;Ulawun;15077;Confirmed Eruption;Summit crater;2;?;2010-5-26;2010;;5;;26;4;Observations: Reported;2011;;5;;27;;-5,05;151,33
300250;Bezymianny;19388;Confirmed Eruption;Summit crater;3;;2010-5-21;2010;;5;;21;;Observations: Satellite (infrared);2011;;4;;29;;55,972;160,595
284170;Pagan;18524;Confirmed Eruption;North Pagan;1;;2010-5-3;2010;;5;;3;;Observations: Reported;2010;;8;;11;;18,13;145,8
284040;Miyakejima;18282;Confirmed Eruption;Summit crater;1;;2010-4-10;2010;;4;;10;;Observations: Reported;2010;;7;;21;;34,094;139,526
211060;Etna;13853;Confirmed Eruption;SEC (South-East Crater);1;;2010-4-8;2010;;4;;8;;Observations: Reported;2010;;4;;8;;37,748;14,999
282090;Kirishimayama;17165;Confirmed Eruption;Shinmoe-dake;1;;2010-3-30;2010;;3;;30;;Observations: Reported;2010;;7;;10;;31,934;130,862
372020;Eyjafjallajokull;12563;Confirmed Eruption;ENE flank (Fimmvörduháls) and summit;4;;2010-3-20;2010;;3;;20;;Observations: Reported;2010;;6;;23;;63,633;-19,633
284130;Fukutoku-Oka-no-Ba;18469;Confirmed Eruption;Submarine site;1;;2010-2-3;2010;;2;;3;;Observations: Reported;2010;;4;?;8;;24,285;141,481
345070;Turrialba;11247;Confirmed Eruption;SW crater;2;;2010-1-5;2010;;1;;5;;Observations: Reported;2010;;3;?;7;;10,025;-83,767
263300;Semeru;22218;Confirmed Eruption;Jonggring Seloko;2;;2010-1-5;2010;;1;;5;;Observations: Reported;2010;;11;;29;;-8,108;112,922
223020;Nyamulagira;14085;Confirmed Eruption;Summit caldera and SSE flank;1;?;2010-1-2;2010;;1;;2;;Observations: Reported;2010;;1;;29;;-1,408;29,2
352080;Tungurahua;11644;Confirmed Eruption;Summit crater;3;;2010-1-1;2010;;1;;1;;Observations: Reported;2010;;8;;1;;-1,467;-78,442
300250;Bezymianny;19387;Confirmed Eruption;;3;?;2009-12-17;2009;;12;;17;;Observations: Reported;2010;;2;?;16;;55,972;160,595
344120;Concepcion;11080;Confirmed Eruption;;1;;2009-12-11;2009;;12;;11;;Observations: Reported;2011;;3;;12;;11,538;-85,622
357120;Villarrica;12184;Confirmed Eruption;;1;;2009-11-22;2009;;11;;22;;Observations: Reported;2012;;4;;20;;-39,42;-71,93
345040;Poas;11193;Confirmed Eruption;;1;;2009-11-16;2009;;11;;16;15;Observations: Reported;2014;;10;;13;;10,2;-84,233
233020;Fournaise, Piton de la;14391;Confirmed Eruption;S part of Dolomieu crater, SE and E flanks of Dolomieu cone;1;?;2009-11-5;2009;;11;;5;;Observations: Reported;2010;;1;;12;;-21,244;55,708
311240;Cleveland;19828;Confirmed Eruption;;2;;2009-10-2;2009;;10;;2;;Observations: Reported;2009;;12;?;12;;52,825;-169,944
257020;Gaua;15231;Confirmed Eruption;Mt. Garat;2;;2009-9-27;2009;;9;;27;;Observations: Reported;2010;;6;;19;;-14,281;167,514
263200;Dieng Volcanic Complex;15793;Confirmed Eruption;Sileri Crater;1;;2009-9-27;2009;;9;;27;;Observations: Reported;2009;;9;;27;;-7,2;109,879
252010;Langila;15003;Confirmed Eruption;Crater 2;2;;2009-9-16;2009;;9;<;16;15;Observations: Reported;2010;;2;?;16;15;-5,525;148,42
273030;Mayon;16819;Confirmed Eruption;;2;;2009-9-15;2009;;9;;15;;Observations: Reported;2010;;1;?;1;;13,257;123,685
344020;San Cristobal;10896;Confirmed Eruption;;2;?;2009-9-6;2009;;9;;6;;Observations: Reported;2009;;12;?;26;;12,702;-87,004
300260;Klyuchevskoy;19485;Confirmed Eruption;;2;;2009-8-1;2009;;8;?;1;;Observations: Reported;2010;;12;?;20;;56,056;160,642
221115;Manda Hararo;13944;Confirmed Eruption;;2;?;2009-6-28;2009;;6;;28;;Observations: Reported;2009;;7;?;1;;12,17;40,82
311240;Cleveland;19827;Confirmed Eruption;;2;;2009-6-25;2009;;6;;25;;Observations: Reported;2009;;6;;25;;52,825;-169,944
290240;Sarychev Peak;18819;Confirmed Eruption;;4;;2009-6-11;2009;;6;;11;;Observations: Reported;2009;;7;?;16;15;48,092;153,2
